state_code,state_name,date_iso,date_display,agency,title,description,linked_source_url,state_url
TX,Texas,2025-03-06,3/6/2025,DOJ,DOJ Withdrew From Biden-Era Suit Demanding Race-Based Election Maps,"DOJ withdrew from a Biden-era lawsuit that aimed to require Texas to use race-based election maps. Confirming that DOJ's position is correct, the Supreme Court ruled in Louisiana v. Callais that drawing election maps based on race is unconstitutional under the Fourteenth Amendment, which guarantees equal protection of the law to all Americans.",,https://www.justice.gov/crt/election-integrity-texas
TX,Texas,2025-07-08,7/8/2025,DOJ,DOJ Inspected Federal Election Records to Ensure Eligible Americans Vote With Texas's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Texas' records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-texas
TX,Texas,2026-01-17,1/17/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,Few states have more active duty military servicemembers than Texas. DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-texas
TX,Texas,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-texas
TX,Texas,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-texas
UT,Utah,2026-02-26,2/26/2026,DOJ,DOJ Sued Utah for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Utah's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-five-additional-states-failure-produce-voter-rolls,https://www.justice.gov/crt/election-integrity-utah
UT,Utah,2026-05-09,5/9/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-utah
UT,Utah,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ reminded Lt. Governor Deidre Henderson of her duty to prevent illegal voting. DOJ reminded her that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-utah
UT,Utah,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-utah
VT,Vermont,2025-12-02,12/2/2025,DOJ,DOJ Sued Vermont for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Vermont's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-six-additional-states-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-vermont
VT,Vermont,2026-06-27,6/27/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-vermont
VT,Vermont,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-vermont
VT,Vermont,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-vermont
VA,Virginia,2026-01-16,1/16/2026,DOJ,DOJ Sued Virginia for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Virginia's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-virginia-failure-produce-voter-rolls,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,2026-06-20,6/20/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,"DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.July 7, 2026",,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,2026-08-04,8/4/2026,DOJ,DOJ Will Send Election Monitors to Fairfax County to Ensure Federal Law Compliance,"DOJ will send election monitors to Fairfax County to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,2026-08-04,8/4/2026,DOJ,DOJ Will Send Election Monitors to Prince William County to Ensure Federal Law Compliance,"DOJ will send election monitors to Prince William County to monitor operations. This is part of DOJ's efforts to make sure state officials maintain records, prevent illegal voting, and keep elections free and fair—required by the Civil Rights Act of 1960, the Voting Rights Act of 1965, the National Voter Registration Act of 1993, and the Help America Vote Act of 2002.",,https://www.justice.gov/crt/election-integrity-virginia
VA,Virginia,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-virginia
WA,Washington,2025-12-02,12/2/2025,DOJ,DOJ Sued Washington for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Washington's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-six-additional-states-failure-provide-voter-registration-rolls,https://www.justice.gov/crt/election-integrity-washington
WA,Washington,2026-06-20,6/20/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-washington
WA,Washington,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-washington
WA,Washington,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-washington
WV,West Virginia,2026-02-26,2/26/2026,DOJ,DOJ Sued West Virginia for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested West Virginia's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-five-additional-states-failure-produce-voter-rolls,https://www.justice.gov/crt/election-integrity-west-virginia
WV,West Virginia,2026-03-28,3/28/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-west-virginia
WV,West Virginia,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-west-virginia
WV,West Virginia,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-west-virginia
WI,Wisconsin,2025-12-18,12/18/2025,DOJ,DOJ Sued Wisconsin for Failing to Provide Federal Election Records,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Wisconsin's records, but the state refused to provide them. DOJ then sued to obtain the records.",https://www.justice.gov/opa/pr/justice-department-sues-four-states-failure-produce-voter-rolls,https://www.justice.gov/crt/election-integrity-wisconsin
WI,Wisconsin,2026-06-27,6/27/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-wisconsin
WI,Wisconsin,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-wisconsin
WI,Wisconsin,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-wisconsin
WY,Wyoming,2025-07-01,7/1/2025,DOJ,DOJ Filed a Statement Demanding Federal Courts Not Block Wyoming's Voter ID Law,DOJ filed a statement of interest in Equality State Policy Center v. Gray. The statement explains that it is constitutional for Wyoming to require ID from voters when they register.,,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,2025-08-14,8/14/2025,DOJ,DOJ Sent Wyoming a Letter Demanding the State Add All Required Fields to Its Voter Registration,DOJ sent a letter notifying Wyoming that its statewide voter registration list must contain all fields.,,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,2026-06-25,6/25/2026,DOJ,DOJ Inspected Federal Election Records to Ensure Only Eligible Americans Vote With Wyoming's Support,"Under the Civil Rights Act of 1960, DOJ is responsible to protect against malfeasance with respect to all records requisite to voting and may inspect state-held federal election records to ensure their integrity. DOJ requested Wyoming's records, and the state cooperated and provided them.",,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,2026-07-04,7/4/2026,DOJ,DOJ Ensures Primary Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,2026-07-07,7/7/2026,DOJ,DOJ Warns State Officials of Their Criminal Liability Regarding Illegal Voting,DOJ notified state officials of their duty to prevent illegal voting. DOJ reminded them that it is a crime to intentionally allow ineligible persons to vote or conspire to interfere with another person's constitutional rights.,,https://www.justice.gov/crt/election-integrity-wyoming
WY,Wyoming,2026-09-18,9/18/2026,DOJ,DOJ Ensures General Election Military Ballots Are Sent Early to Comply With Federal Law,DOJ works for months to ensure all military voters' ballots are counted. DOJ meets with election officials months before election day to ensure the State guarantees all military voters are sent ballots not later than 45 days before the election.,,https://www.justice.gov/crt/election-integrity-wyoming
